Job Title,Company,Location,Time Of Work,Job Description
Product Specialist - Immunology,Johnson & Johnson -,"Abu Dhabi, United Arab Emirates ",Full Time,Not specified · Medical/Healthcare · Sales/Retail · Pharmaceutical · Sales · Sales Skills · Pharmacy · Medical · Science · Sales Target · Pharmaceutical
Treaty & Operations Analyst,"Reinsurance Group Of America, Incorporated -","Dubai, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · analysis · finance · accounting · financial analysis · microsoft excel
Senior Splunk Engineer,Help AG -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Computer Engineering · Mechanical Engineering
Senior Cybersecurity Engineer - SOC,Help AG -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Computer Engineering · Mechanical Engineering
Sales Specialist – Nutanix Unified Storage (NUS) - Emerging Markets,Nutanix -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) · sales · computer science · sales skills · engineering · software · pre sales
Information Technology Specialist,GLOBAL AUTO -,"Sheraton, Cairo, Egypt ",Full Time,Experienced · 1 - 4 Yrs of Exp · IT/Software Development · Information Technology (IT) · Hardware · Installation · Computer Science · computer · Technical Support · system · Software
Agri-Tech Chief Engineer/Engineering Director,ManpowerGroup Middle East -,"Dubai, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · computer science · information technology (it) · computer engineering · electrical engineering · engineering · project management · management
Electrical Support Engineer (Technical) - Rabigh,NOMAC -,"Rabigh, Saudi Arabia ",Full Time,Experienced · 10+ Yrs of Exp · Installation/Maintenance/Repair · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Electrical Engineering · Engineering · Information Technology (IT) · Computer Science · Technical Support · Customer Support · Customer Service
Group Senior Manager - Tax (UAE CIT),DP World -,"Dubai, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Project/Program Management · Sales/Retail · Sales · Sales Skills · Customer Service · Project Management · Marketing · Information Technology (IT) · Customer Support
SOC Analyst Level 2,Itsecurityct -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · analysis · engineering · analyst · siem · management
Principal Engineer - Cathodic Protection,Petrofac -,"Dubai, United Arab Emirates ",Full Time,Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Telecommunication · Software Engineering · Software Development · Mechatronics
Test Specialist:Middleware,IBM WTC Egypt -,"Cairo, Egypt ",Full Time,Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Testing · Marketing · Customer Service · Education · Microsoft Excel
Account Manager-Facilities Management Soft Services,Transguard group -,"Dubai, United Arab Emirates ",Full Time,Not specified · Customer Service/Support · IT/Software Development · Sales/Retail · Customer Service · Sales · Sales Skills · Customer Care · Customer Support · Information Technology (IT) · Sales Target
Principal Engineer - Metallurgy & Corrosion,Petrofac -,"Dubai, United Arab Emirates ",Full Time,Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Telecommunication · Software Engineering · Software Development · Mechatronics
Project Coordinator,Giza Arabia Systems -,"Cairo, Egypt ",Full Time,Not specified · Administration · IT/Software Development · Project/Program Management · Project Management · Administration · Microsoft Office · Project Coordination · Information Technology (IT) · Engineering · Localization
Support Services Analyst II,Yanbu Aramco Sinopec Refining Company (YASREF) -,"Yanbu, Saudi Arabia ",Full Time,Experienced · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · sql · software development · engineering · analysis · english
HR Consultant,Professional Recruitment -,"Riyadh, Saudi Arabia ",Full Time,Experienced · Human Resources · IT/Software Development · Strategy/Consulting · Human Resources (HR) · Consulting · Information Technology (IT) · Microsoft Office · Business · Computer Science · ERP
Senior NET Developer,SSC Egypt -,"Cairo, Egypt ",Work From Home,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · .Net · Computer Science · Software Development · SQL
Lead Customer Engagement,OA- Mastercard -,"Dubai, United Arab Emirates ",Full Time,Not specified · Business Development · Customer Service/Support · Sales/Retail · Customer Care · Customer Support · Customer Service · Sales · Sales Skills · Business Development · CRM
Technical Support Engineer,Wicresoft -,"Cairo, Egypt ",Full Time,Experienced · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · Computer Science · DNS · Engineering · Information Technology (IT) · Management · MCSE
IT Specialist,Engosoft -,"Nasr City, Cairo, Egypt ",Full Time,Experienced · 3+ Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Cisco · Computer Science · Information technology · Information Technology (IT) · IT · Microsoft · network
Senior Technical Manager - Enterprise Resource Planning (ERP) System,Confidential -,"6th of October, Giza, Egypt ",Full Time,Manager · 3 - 7 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Azure · Computer Science · developer · Engineering · ERP System · Information Technology (IT) · ERP
Senior Product Specialist,Uniphore -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Marketing/PR/Advertising · Sales/Retail · Media/Journalism/Publishing · Marketing · Sales · Sales Skills · Social Media · Human Resources (HR) · E-marketing · Microsoft Office
Speech Specialist,Uniphore -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · marketing · communication skills · public relations (pr) · social media · english · arabic · science
Technical Lead (Full-Stack\.Net Core & Angluar),Link Datacenter -,"Maadi, Cairo, Egypt ",Full Time,Manager · 4 - 7 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Angular · Information Technology (IT) · Software Development · Computer Science · Design · Docker · Engineering
Senior Full Stack Developer (.Net & Angular 14+),Link Datacenter -,"Maadi, Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Agile · Angular · Computer Science · CSS3 · Git · HTML · Information Technology (IT)
CRM Developer,Professional Recruitment -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Business Development · IT/Software Development · Sales/Retail · CRM · Business Development · Sales · Sales Skills · Information Technology (IT) · Sales Target · Computer Science
Senior Testing Engineer,Octane solutions  -,"Cairo, Egypt ",Full Time,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Agile · Automation · computer · Computer Science · Engineering · Information Technology (IT) · quality
"Senior Engineer, Reservoir Simulation",ADNOC (Abu Dhabi National Oil Company) -,"Abu Dhabi, United Arab Emirates ",Full Time,Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · computer science · information technology (it) · engineering · computer engineering · testing · management · design
Senior Logistics Manager,UrbaCon Contracting & Trading Company -,"Riyadh, Saudi Arabia ",Full Time,Not specified · IT/Software Development · Logistics/Supply Chain · Sales/Retail · Sales · Sales Skills · Logistics · Customer Service · Supply Chain · Project Management · Microsoft Office
Test Specialist,IBM WTC Egypt -,"Cairo, Egypt ",Full Time,Not specified · Administration · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Testing · Marketing · Customer Service · Education · Microsoft Excel
KSA Lab Manager,EssilorLuxottica SA -,"Riyadh, Saudi Arabia ",Full Time,Not specified · Operations/Management · Medical/Healthcare · Sales/Retail · Sales · Sales Skills · Management · Medical · Indoor Sales · Medicine · Operations
Software Product Owner,Softec Technologies -,"Cairo, Egypt ",Full Time,Experienced · 6+ Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Agile · Product · Software · Software Development · Computer Science · Information Technology (IT) · Project Management
